id,generacion,nse,region,educacion_financiera,sesgo_presente,canal_preferido,situacion_laboral,cobertura_previsional,tenencia_vehiculo,acceso_digital,bancarizado,trabajo_plataforma_digital,exposicion_riesgo_sismico,apertura_datos_ia,confianza_aseguradora,disposicion_compartir_datos_pricing,tenencia_seguro,seguro_desastres_naturales,wtp_ratio,propension_microseguro,edad,usa_whatsapp,resp_seguro_privado,resp_aseguradora,resp_para_quien,resp_como_resolvio,resp_por_que,resp_fuente_medicamento,resp_marca_generico,resp_no_mejora,resp_solucion_ideal
P_075,Millennial_28_43,C,Sierra,baja,alto,bancaseguros,formal_dependiente,AFP,ninguno,media,True,False,alta,media,confia_plena,media,voluntario,False,1.076,media,37,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_076,Gen_X_44_59,C,Resto_Costa,baja,medio,broker_corredor,formal_dependiente,ONP,moto_mototaxi,media,True,False,alta,media,neutral,alta,solo_obligatorio,False,0.9,media,47,True,no,,solo_para_mi,botiquin_casero,falta_tiempo,consejo_familiar,indistinto,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_077,Gen_X_44_59,A,Sierra,alta,medio,directo_digital,formal_dependiente,ONP,moto_mototaxi,alta,True,False,media,media,confia_plena,alta,voluntario,False,0.939,media,44,True,si,RIMAC,tambien_hijos_y_mayores,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,voy_al_medico_o_clinica,digital_pero_con_humano_disponible
P_078,Boomer_60_mas,C,Lima_Metropolitana,baja,bajo,ninguno,independiente_microemprendedor,AFP,auto,media,True,False,alta,media,neutral,baja,ninguno,False,0.837,alta,62,True,no,,solo_para_mi,botiquin_casero,costo,consejo_familiar,indistinto,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_079,Boomer_60_mas,B,Lima_Metropolitana,baja,medio,broker_corredor,formal_dependiente,ninguna,ninguno,alta,True,False,alta,media,neutral,baja,solo_obligatorio,True,1.087,media,63,True,no,,tambien_mi_pareja_o_yo,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,teleconsulta_si_esta_incluida,que_me_confirme_un_profesional
P_080,Gen_X_44_59,C,Lima_Metropolitana,media,bajo,bancaseguros,formal_dependiente,AFP,auto,alta,True,False,alta,alta,desconfia,alta,ninguno,False,0.574,alta,59,True,no,,solo_para_mi,botiquin_casero,era_leve,consejo_familiar,generico,vuelvo_a_la_farmacia,digital_pero_con_humano_disponible
P_081,Millennial_28_43,C,Lima_Metropolitana,baja,alto,bancaseguros,independiente_microemprendedor,ONP,ninguno,alta,False,True,alta,media,confia_plena,media,solo_obligatorio,True,0.852,alta,30,True,no,,tambien_hijos,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,marca,vuelvo_a_la_farmacia,rapida_y_digital_sin_hablar_con_nadie
P_082,Gen_X_44_59,B,Resto_Costa,media,medio,ninguno,formal_dependiente,AFP,auto,alta,True,False,alta,media,neutral,media,voluntario,False,0.836,media,50,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_083,Gen_X_44_59,B,Resto_Costa,baja,medio,bancaseguros,independiente_microemprendedor,AFP,ninguno,alta,True,False,alta,baja,desconfia,baja,voluntario,False,1.141,alta,49,True,si,Mapfre,tambien_hijos_y_mayores,consulta_remota_o_conocido,falta_tiempo,consejo_familiar,marca,teleconsulta_si_esta_incluida,prefiero_atencion_presencial
P_084,Boomer_60_mas,C,Lima_Metropolitana,media,alto,bancaseguros,independiente_microemprendedor,ninguna,ninguno,media,True,False,alta,media,desconfia,media,ninguno,False,0.793,media,61,True,no,,tambien_mi_pareja_o_yo,farmacia_sin_receta,era_leve,lo_pedi_por_nombre,marca,vuelvo_a_la_farmacia,prefiero_atencion_presencial
P_085,Gen_Z_18_27,C,Resto_Costa,media,medio,directo_digital,informal,ninguna,ninguno,alta,True,False,alta,alta,neutral,media,ninguno,False,0.791,alta,21,True,no,,tambien_terceros,botiquin_casero,sistema_lento,consejo_familiar,generico,vuelvo_a_la_farmacia,rapida_y_digital_sin_hablar_con_nadie
P_086,Gen_Z_18_27,B,Selva,alta,bajo,broker_corredor,formal_dependiente,AFP,ninguno,alta,True,False,alta,media,desconfia,baja,solo_obligatorio,False,0.659,media,20,True,no,,solo_para_mi,consulta_remota_o_conocido,falta_tiempo,consejo_familiar,generico,vuelvo_a_la_farmacia,digital_pero_con_humano_disponible
P_087,Gen_X_44_59,C,Lima_Metropolitana,baja,medio,directo_digital,formal_dependiente,ONP,auto,alta,False,False,alta,baja,desconfia,baja,ninguno,False,0.873,alta,47,True,no,,tambien_hijos_y_mayores,farmacia_sin_receta,falta_tiempo,consejo_tecnico_farmacia,marca,espero_un_poco_mas,prefiero_atencion_presencial
P_088,Millennial_28_43,C,Sierra,media,medio,directo_digital,informal,ninguna,ninguno,media,False,False,alta,media,neutral,baja,voluntario,False,1.302,alta,31,True,no,,solo_para_mi,botiquin_casero,sistema_lento,receta_previa_guardada,indistinto,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_089,Millennial_28_43,C,Selva,baja,medio,broker_corredor,independiente_microemprendedor,ninguna,moto_mototaxi,media,False,False,baja,baja,neutral,baja,ninguno,False,0.483,alta,29,True,no,,tambien_hijos,botiquin_casero,era_leve,receta_previa_guardada,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_090,Gen_X_44_59,B,Lima_Metropolitana,baja,alto,bancaseguros,formal_dependiente,ninguna,ninguno,alta,True,False,alta,baja,confia_plena,baja,voluntario,False,0.853,media,49,True,si,Pacífico,tambien_hijos_y_mayores,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,voy_al_medico_o_clinica,que_me_confirme_un_profesional
P_091,Boomer_60_mas,C,Lima_Metropolitana,alta,bajo,directo_digital,independiente_microemprendedor,ninguna,auto,media,True,False,alta,alta,desconfia,baja,solo_obligatorio,False,1.463,alta,62,True,no,,solo_para_mi,farmacia_sin_receta,era_leve,consejo_tecnico_farmacia,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_092,Gen_X_44_59,C,Lima_Metropolitana,media,alto,broker_corredor,formal_dependiente,AFP,ninguno,alta,True,False,alta,alta,confia_plena,media,solo_obligatorio,False,0.884,media,54,True,no,,solo_para_mi,farmacia_sin_receta,costo,consejo_tecnico_farmacia,generico,vuelvo_a_la_farmacia,rapida_y_digital_sin_hablar_con_nadie
P_093,Boomer_60_mas,C,Sierra,media,alto,directo_digital,informal,ninguna,ninguno,baja,True,False,baja,media,desconfia,media,solo_obligatorio,False,1.142,media,64,True,no,,tambien_mi_pareja_o_yo,farmacia_sin_receta,falta_tiempo,lo_pedi_por_nombre,marca,vuelvo_a_la_farmacia,prefiero_atencion_presencial
P_094,Millennial_28_43,C,Sierra,baja,bajo,bancaseguros,formal_dependiente,AFP,moto_mototaxi,media,True,False,baja,alta,desconfia,baja,ninguno,False,0.724,alta,37,True,no,,solo_para_mi,botiquin_casero,era_leve,receta_previa_guardada,generico,espero_un_poco_mas,digital_pero_con_humano_disponible
P_095,Millennial_28_43,C,Resto_Costa,media,medio,directo_digital,informal,ninguna,ninguno,alta,True,False,alta,alta,desconfia,baja,ninguno,False,0.606,alta,33,True,no,,solo_para_mi,botiquin_casero,sistema_lento,receta_previa_guardada,marca,espero_un_poco_mas,digital_pero_con_humano_disponible
P_096,Millennial_28_43,C,Sierra,alta,medio,bancaseguros,independiente_microemprendedor,AFP,ninguno,media,False,False,media,media,confia_plena,media,solo_obligatorio,False,0.995,alta,38,True,no,,tambien_hijos,consulta_remota_o_conocido,falta_tiempo,consejo_familiar,marca,vuelvo_a_la_farmacia,digital_pero_con_humano_disponible
P_097,Millennial_28_43,C,Sierra,media,alto,directo_digital,formal_dependiente,ONP,moto_mototaxi,media,True,False,media,media,desconfia,baja,ninguno,False,0.538,media,41,True,no,,tambien_hijos,farmacia_sin_receta,era_leve,lo_pedi_por_nombre,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_098,Boomer_60_mas,C,Lima_Metropolitana,baja,bajo,directo_digital,independiente_microemprendedor,AFP,ninguno,media,True,False,alta,alta,neutral,media,ninguno,False,0.766,alta,62,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_099,Gen_X_44_59,C,Lima_Metropolitana,media,alto,directo_digital,formal_dependiente,AFP,moto_mototaxi,alta,True,False,alta,media,desconfia,baja,ninguno,False,0.599,media,52,True,no,,tambien_hijos_y_mayores,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_100,Gen_Z_18_27,B,Selva,media,bajo,ninguno,formal_dependiente,ONP,ninguno,alta,True,False,media,media,neutral,baja,solo_obligatorio,False,1.178,media,25,True,no,,solo_para_mi,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,teleconsulta_si_esta_incluida,digital_pero_con_humano_disponible
P_101,Millennial_28_43,C,Lima_Metropolitana,media,medio,bancaseguros,informal,AFP,ninguno,alta,True,False,alta,media,confia_plena,alta,solo_obligatorio,False,1.028,alta,30,True,no,,solo_para_mi,botiquin_casero,sistema_lento,consejo_familiar,indistinto,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_102,Boomer_60_mas,C,Lima_Metropolitana,media,bajo,broker_corredor,formal_dependiente,ONP,ninguno,media,False,False,alta,media,desconfia,alta,solo_obligatorio,False,1.114,alta,63,True,no,,tambien_mi_pareja_o_yo,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,espero_un_poco_mas,prefiero_atencion_presencial
P_103,Boomer_60_mas,B,Lima_Metropolitana,media,medio,broker_corredor,formal_dependiente,AFP,ninguno,alta,True,False,alta,media,neutral,baja,solo_obligatorio,False,0.979,media,65,True,no,,tambien_mi_pareja_o_yo,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_104,Gen_Z_18_27,B,Lima_Metropolitana,media,bajo,bancaseguros,formal_dependiente,AFP,ninguno,alta,True,False,alta,baja,confia_plena,baja,voluntario,False,0.953,media,20,True,si,RIMAC,solo_para_mi,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,voy_al_medico_o_clinica,que_me_confirme_un_profesional
P_105,Millennial_28_43,C,Sierra,media,bajo,directo_digital,formal_dependiente,AFP,moto_mototaxi,media,True,False,alta,media,desconfia,baja,solo_obligatorio,False,0.954,alta,33,True,no,,tambien_hijos,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_106,Boomer_60_mas,B,Lima_Metropolitana,baja,alto,directo_digital,formal_dependiente,AFP,auto,alta,True,False,alta,baja,desconfia,baja,voluntario,True,1.172,media,64,True,si,Pacífico,tambien_mi_pareja_o_yo,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,teleconsulta_si_esta_incluida,prefiero_atencion_presencial
P_107,Gen_Z_18_27,C,Selva,baja,medio,directo_digital,formal_dependiente,ONP,moto_mototaxi,media,True,False,media,alta,desconfia,media,ninguno,False,0.821,media,27,True,no,,tambien_terceros,botiquin_casero,era_leve,consejo_familiar,generico,vuelvo_a_la_farmacia,digital_pero_con_humano_disponible
P_108,Millennial_28_43,B,Resto_Costa,baja,medio,directo_digital,formal_dependiente,AFP,ninguno,alta,True,False,alta,media,neutral,baja,voluntario,True,1.226,media,30,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_109,Gen_X_44_59,B,Sierra,baja,medio,bancaseguros,formal_dependiente,AFP,ninguno,media,True,False,alta,alta,confia_plena,media,solo_obligatorio,False,0.806,media,57,True,no,,tambien_hijos_y_mayores,consulta_remota_o_conocido,costo,consejo_familiar,marca,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_110,Gen_Z_18_27,C,Selva,media,alto,ninguno,formal_dependiente,ONP,ninguno,media,True,False,media,alta,neutral,baja,solo_obligatorio,False,0.679,media,22,True,no,,solo_para_mi,consulta_remota_o_conocido,falta_tiempo,consejo_familiar,marca,espero_un_poco_mas,rapida_y_digital_sin_hablar_con_nadie
P_111,Gen_Z_18_27,A,Lima_Metropolitana,alta,bajo,bancaseguros,formal_dependiente,AFP,auto,alta,True,False,alta,baja,desconfia,baja,solo_obligatorio,False,1.072,media,27,True,no,,solo_para_mi,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,voy_al_medico_o_clinica,que_me_confirme_un_profesional
P_112,Boomer_60_mas,C,Sierra,baja,alto,bancaseguros,informal,ninguna,ninguno,baja,True,False,alta,media,confia_plena,alta,solo_obligatorio,False,1.147,media,60,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_113,Gen_Z_18_27,C,Sierra,baja,alto,broker_corredor,formal_dependiente,ninguna,ninguno,alta,True,False,media,alta,desconfia,baja,ninguno,False,0.591,media,18,True,no,,solo_para_mi,botiquin_casero,sistema_lento,receta_previa_guardada,marca,espero_un_poco_mas,digital_pero_con_humano_disponible
P_114,Millennial_28_43,B,Sierra,media,medio,ninguno,formal_dependiente,AFP,ninguno,alta,True,False,alta,baja,confia_plena,media,solo_obligatorio,False,1.063,media,31,True,no,,solo_para_mi,farmacia_sin_receta,falta_tiempo,lo_pedi_por_nombre,generico,teleconsulta_si_esta_incluida,digital_pero_con_humano_disponible
P_115,Boomer_60_mas,C,Sierra,baja,medio,ninguno,independiente_microemprendedor,ninguna,ninguno,baja,False,False,baja,baja,confia_plena,baja,solo_obligatorio,False,1.31,media,62,True,no,,tambien_mi_pareja_o_yo,farmacia_sin_receta,sistema_lento,lo_pedi_por_nombre,marca,teleconsulta_si_esta_incluida,prefiero_atencion_presencial
P_116,Gen_X_44_59,C,Lima_Metropolitana,baja,alto,broker_corredor,informal,ninguna,auto,alta,True,True,media,media,confia_plena,baja,ninguno,False,0.871,alta,59,True,no,,tambien_hijos_y_mayores,farmacia_sin_receta,sistema_lento,lo_pedi_por_nombre,marca,teleconsulta_si_esta_incluida,digital_pero_con_humano_disponible
P_117,Gen_X_44_59,B,Selva,baja,alto,directo_digital,independiente_microemprendedor,AFP,moto_mototaxi,media,True,False,media,media,desconfia,baja,voluntario,False,0.663,media,57,True,no,,solo_para_mi,farmacia_sin_receta,falta_tiempo,lo_pedi_por_nombre,generico,teleconsulta_si_esta_incluida,que_me_confirme_un_profesional
P_118,Millennial_28_43,C,Resto_Costa,media,alto,broker_corredor,informal,ninguna,auto,alta,True,False,alta,media,neutral,baja,ninguno,False,0.747,alta,34,True,no,,tambien_hijos,farmacia_sin_receta,desconfianza_medico,consejo_tecnico_farmacia,marca,espero_un_poco_mas,rapida_y_digital_sin_hablar_con_nadie
P_119,Boomer_60_mas,B,Sierra,alta,bajo,bancaseguros,formal_dependiente,ninguna,moto_mototaxi,media,True,False,alta,baja,neutral,baja,solo_obligatorio,False,1.188,media,60,True,no,,tambien_mi_pareja_o_yo,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,vuelvo_a_la_farmacia,prefiero_atencion_presencial
P_120,Gen_X_44_59,C,Sierra,baja,alto,directo_digital,independiente_microemprendedor,ONP,auto,media,True,False,alta,baja,confia_plena,media,solo_obligatorio,False,0.986,media,48,True,no,,solo_para_mi,botiquin_casero,era_leve,receta_previa_guardada,generico,espero_un_poco_mas,que_me_confirme_un_profesional
P_121,Boomer_60_mas,C,Lima_Metropolitana,media,alto,directo_digital,independiente_microemprendedor,ninguna,auto,media,True,False,media,baja,confia_plena,baja,ninguno,False,0.563,media,63,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_122,Gen_Z_18_27,C,Lima_Metropolitana,baja,alto,broker_corredor,informal,ninguna,auto,alta,True,False,alta,alta,confia_plena,alta,voluntario,False,1.166,alta,20,True,no,,solo_para_mi,botiquin_casero,era_leve,receta_previa_guardada,generico,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_123,Boomer_60_mas,C,Sierra,baja,alto,directo_digital,informal,ninguna,moto_mototaxi,baja,False,False,alta,baja,desconfia,media,ninguno,False,1.171,media,65,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_124,Gen_Z_18_27,B,Sierra,media,medio,ninguno,independiente_microemprendedor,ninguna,ninguno,alta,True,False,alta,baja,desconfia,baja,ninguno,False,0.819,alta,25,True,no,,solo_para_mi,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,espero_un_poco_mas,prefiero_atencion_presencial
P_125,Millennial_28_43,B,Lima_Metropolitana,alta,alto,bancaseguros,informal,AFP,moto_mototaxi,alta,True,False,alta,baja,desconfia,baja,voluntario,False,0.72,media,37,True,no,,solo_para_mi,consulta_remota_o_conocido,sistema_lento,consejo_familiar,marca,vuelvo_a_la_farmacia,prefiero_atencion_presencial
P_126,Millennial_28_43,C,Resto_Costa,baja,alto,bancaseguros,independiente_microemprendedor,AFP,auto,alta,True,False,alta,alta,confia_plena,media,solo_obligatorio,False,1.199,alta,30,True,no,,tambien_hijos,farmacia_sin_receta,costo,consejo_tecnico_farmacia,marca,vuelvo_a_la_farmacia,rapida_y_digital_sin_hablar_con_nadie
P_127,Gen_Z_18_27,B,Selva,media,medio,directo_digital,formal_dependiente,AFP,auto,alta,True,False,alta,alta,neutral,alta,voluntario,False,1.272,media,20,True,no,,tambien_terceros,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,indistinto,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_128,Gen_X_44_59,C,Sierra,media,alto,broker_corredor,informal,ninguna,ninguno,media,False,False,alta,baja,confia_plena,baja,voluntario,True,1.243,alta,59,True,no,,tambien_hijos_y_mayores,farmacia_sin_receta,era_leve,lo_pedi_por_nombre,marca,teleconsulta_si_esta_incluida,que_me_confirme_un_profesional
P_129,Gen_X_44_59,C,Sierra,media,medio,ninguno,formal_dependiente,AFP,ninguno,media,False,False,media,baja,desconfia,media,voluntario,False,1.266,media,50,True,no,,solo_para_mi,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,generico,vuelvo_a_la_farmacia,prefiero_atencion_presencial
P_130,Gen_Z_18_27,B,Lima_Metropolitana,baja,medio,broker_corredor,informal,ninguna,ninguno,alta,True,True,alta,alta,desconfia,baja,ninguno,True,0.578,alta,25,True,no,,solo_para_mi,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,marca,vuelvo_a_la_farmacia,digital_pero_con_humano_disponible
P_131,Boomer_60_mas,C,Sierra,baja,medio,bancaseguros,independiente_microemprendedor,ninguna,ninguno,baja,False,False,alta,baja,desconfia,media,voluntario,False,1.129,media,62,True,no,,solo_para_mi,botiquin_casero,falta_tiempo,receta_previa_guardada,generico,vuelvo_a_la_farmacia,prefiero_atencion_presencial
P_132,Gen_X_44_59,C,Resto_Costa,baja,alto,bancaseguros,independiente_microemprendedor,ONP,moto_mototaxi,media,True,False,alta,baja,neutral,baja,ninguno,False,0.51,media,55,True,no,,solo_para_mi,botiquin_casero,desconfianza_medico,receta_previa_guardada,generico,espero_un_poco_mas,que_me_confirme_un_profesional
P_133,Gen_X_44_59,A,Lima_Metropolitana,baja,medio,bancaseguros,formal_dependiente,ONP,ninguno,alta,True,False,alta,baja,confia_plena,baja,voluntario,False,1.24,media,50,True,si,RIMAC,tambien_hijos_y_mayores,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,voy_al_medico_o_clinica,que_me_confirme_un_profesional
P_134,Boomer_60_mas,B,Lima_Metropolitana,alta,medio,bancaseguros,independiente_microemprendedor,ninguna,ninguno,alta,True,False,alta,media,desconfia,baja,ninguno,False,0.793,alta,63,True,no,,tambien_mi_pareja_o_yo,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,teleconsulta_si_esta_incluida,prefiero_atencion_presencial
P_135,Millennial_28_43,B,Lima_Metropolitana,baja,alto,directo_digital,formal_dependiente,AFP,auto,alta,True,False,alta,alta,desconfia,media,solo_obligatorio,False,0.915,media,40,True,no,,solo_para_mi,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,indistinto,vuelvo_a_la_farmacia,digital_pero_con_humano_disponible
P_136,Gen_X_44_59,C,Resto_Costa,media,bajo,directo_digital,formal_dependiente,AFP,auto,media,False,False,alta,media,neutral,baja,solo_obligatorio,False,1.233,alta,58,True,no,,solo_para_mi,farmacia_sin_receta,sistema_lento,lo_pedi_por_nombre,marca,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_137,Millennial_28_43,C,Sierra,media,medio,directo_digital,formal_dependiente,AFP,ninguno,media,True,False,media,media,desconfia,baja,solo_obligatorio,False,0.974,media,36,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_138,Millennial_28_43,C,Selva,baja,bajo,directo_digital,formal_dependiente,AFP,ninguno,media,True,False,baja,media,desconfia,baja,solo_obligatorio,False,0.883,alta,28,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_139,Boomer_60_mas,C,Sierra,baja,bajo,broker_corredor,independiente_microemprendedor,AFP,ninguno,baja,False,False,baja,alta,confia_plena,media,solo_obligatorio,False,1.101,alta,63,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_140,Gen_X_44_59,A,Selva,media,alto,directo_digital,formal_dependiente,ONP,moto_mototaxi,media,True,False,media,alta,neutral,baja,solo_obligatorio,False,0.918,baja,52,True,no,,solo_para_mi,consulta_remota_o_conocido,desconfianza_medico,consejo_familiar,generico,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_141,Gen_X_44_59,C,Resto_Costa,baja,bajo,bancaseguros,informal,ninguna,moto_mototaxi,media,True,False,media,alta,desconfia,media,ninguno,False,0.683,alta,57,True,no,,tambien_hijos_y_mayores,botiquin_casero,falta_tiempo,receta_previa_guardada,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_142,Boomer_60_mas,B,Sierra,baja,alto,directo_digital,formal_dependiente,ONP,ninguno,media,False,False,alta,baja,neutral,baja,solo_obligatorio,False,0.98,baja,60,True,no,,solo_para_mi,botiquin_casero,era_leve,receta_previa_guardada,indistinto,vuelvo_a_la_farmacia,prefiero_atencion_presencial
P_143,Millennial_28_43,C,Lima_Metropolitana,media,alto,broker_corredor,independiente_microemprendedor,ONP,ninguno,alta,True,False,alta,media,desconfia,baja,voluntario,False,1.374,alta,37,True,no,,tambien_hijos,farmacia_sin_receta,sistema_lento,consejo_tecnico_farmacia,marca,vuelvo_a_la_farmacia,que_me_confirme_un_profesional
P_144,Gen_X_44_59,C,Selva,media,medio,directo_digital,independiente_microemprendedor,AFP,ninguno,baja,False,False,media,baja,desconfia,media,solo_obligatorio,False,0.966,media,58,False,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO,FUERA_DEL_ESTUDIO
P_145,Millennial_28_43,B,Lima_Metropolitana,baja,alto,directo_digital,formal_dependiente,AFP,ninguno,alta,True,False,alta,media,neutral,media,voluntario,True,1.605,media,36,True,si,La Positiva,tambien_hijos,consulta_medica_formal,era_serio_o_tengo_cobertura,receta_del_medico,marca,teleconsulta_si_esta_incluida,rapida_y_digital_sin_hablar_con_nadie
P_146,Boomer_60_mas,B,Selva,baja,alto,broker_corredor,informal,ninguna,moto_mototaxi,baja,False,False,baja,baja,desconfia,baja,ninguno,False,0.534,baja,64,True,no,,solo_para_mi,botiquin_casero,costo,consejo_familiar,marca,vuelvo_a_la_farmacia,prefiero_atencion_presencial
P_147,Millennial_28_43,C,Lima_Metropolitana,media,alto,directo_digital,independiente_microemprendedor,AFP,ninguno,alta,True,False,alta,alta,desconfia,baja,solo_obligatorio,False,1.19,alta,28,True,no,,tambien_hijos,consulta_remota_o_conocido,era_leve,consejo_familiar,marca,espero_un_poco_mas,rapida_y_digital_sin_hablar_con_nadie
P_148,Boomer_60_mas,C,Resto_Costa,media,alto,broker_corredor,formal_dependiente,ONP,moto_mototaxi,media,True,False,alta,media,neutral,baja,solo_obligatorio,False,1.072,media,63,True,no,,tambien_mi_pareja_o_yo,consulta_remota_o_conocido,falta_tiempo,consejo_familiar,marca,espero_un_poco_mas,que_me_confirme_un_profesional
P_149,Gen_X_44_59,C,Sierra,media,alto,directo_digital,independiente_microemprendedor,ninguna,ninguno,media,True,False,baja,baja,confia_plena,media,ninguno,False,0.736,media,53,True,no,,tambien_hijos_y_mayores,consulta_remota_o_conocido,era_leve,consejo_familiar,marca,teleconsulta_si_esta_incluida,que_me_confirme_un_profesional
P_150,Gen_Z_18_27,C,Sierra,baja,medio,bancaseguros,informal,ninguna,ninguno,alta,True,False,media,alta,desconfia,baja,ninguno,False,0.73,alta,19,True,no,,solo_para_mi,botiquin_casero,sistema_lento,consejo_familiar,marca,espero_un_poco_mas,digital_pero_con_humano_disponible
